total_lines,num_functions,num_classes,num_imports,avg_func_length,max_func_length,avg_complexity,max_complexity,high_complexity_fns,maintainability,lines_per_function,num_nodes,num_edges,avg_degree,max_degree,graph_density,avg_shortest_path,clustering_coeff,deep_nesting_count,is_buggy,source,path
502,114,5,3,3.9298245614035086,23,1.29,3,0,28.59,4.4035087719298245,74,61,1.649,20,0.0113,3.328,0.038,0,1,bottle,test/test_wsgi.py
179,23,3,11,6.043478260869565,30,1.83,6,0,33.53,7.782608695652174,26,30,2.308,11,0.0462,2.835,0.218,0,1,bottle,test/tools.py
31,8,2,2,1.875,6,1.17,2,0,100.0,3.875,8,6,1.5,5,0.1071,1.905,0.0,0,1,bottle,test/test_exc.py
42,0,0,3,0.0,0,0.0,0,0,87.91,42.0,1,0,0.0,0,0.0,0.0,0.0,0,1,bottle,setup.py
4430,348,67,79,8.778735632183908,110,3.06,32,14,0.0,12.729885057471265,283,765,5.406,67,0.0096,3.056,0.2,2,1,bottle,bottle.py
4428,347,67,78,8.778097982708934,106,3.07,32,14,0.0,12.760806916426512,282,762,5.404,67,0.0096,3.054,0.195,2,1,bottle,bottle.py
4426,347,67,78,8.772334293948127,106,3.06,32,14,0.0,12.755043227665706,282,761,5.397,67,0.0096,3.061,0.195,2,1,bottle,bottle.py
4428,347,68,78,8.723342939481268,106,3.06,32,14,0.0,12.760806916426512,283,755,5.336,68,0.0095,3.061,0.196,2,1,bottle,bottle.py
39,0,0,7,0.0,0,0.0,0,0,56.57,39.0,1,0,0.0,0,0.0,0.0,0.0,0,1,bottle,test/servertest.py
105,5,1,11,12.6,27,5.5,10,0,55.14,21.0,7,7,2.0,5,0.1667,1.857,0.3,0,1,bottle,test/test_server.py
4398,347,68,77,8.659942363112393,103,3.03,31,14,0.0,12.67435158501441,283,754,5.329,68,0.0094,3.064,0.194,2,1,bottle,bottle.py
4398,347,68,77,8.659942363112393,103,3.03,31,14,0.0,12.67435158501441,283,754,5.329,68,0.0094,3.064,0.194,2,1,bottle,bottle.py
4384,347,68,76,8.631123919308358,103,3.03,31,14,0.0,12.63400576368876,283,754,5.329,68,0.0094,3.064,0.194,2,1,bottle,bottle.py
4197,343,67,73,8.326530612244898,103,2.99,31,14,0.0,12.236151603498543,280,725,5.179,67,0.0093,3.1,0.187,4,1,bottle,bottle.py
4197,343,67,73,8.326530612244898,103,2.99,31,14,0.0,12.236151603498543,280,725,5.179,67,0.0093,3.1,0.187,4,1,bottle,bottle.py
4207,344,67,75,8.30813953488372,103,2.98,31,14,0.0,12.229651162790697,281,725,5.16,67,0.0092,3.1,0.187,4,1,bottle,bottle.py
4193,345,68,76,8.055072463768116,103,2.93,31,13,0.0,12.153623188405797,282,725,5.142,68,0.0091,3.079,0.185,4,1,bottle,bottle.py
131,8,1,3,13.625,47,1.44,3,0,57.25,16.375,10,9,1.8,9,0.1,1.8,0.0,0,1,bottle,test/test_config.py
4183,344,67,77,8.034883720930232,103,2.95,31,13,0.0,12.159883720930232,281,721,5.132,67,0.0092,3.087,0.184,4,1,bottle,bottle.py
4156,344,67,77,7.9563953488372094,103,2.94,31,13,0.0,12.081395348837209,281,721,5.132,67,0.0092,3.076,0.184,4,1,bottle,bottle.py
4156,344,67,77,7.9563953488372094,103,2.94,31,13,0.0,12.081395348837209,281,721,5.132,67,0.0092,3.076,0.184,4,1,bottle,bottle.py
43,0,0,4,0.0,0,0.0,0,0,83.81,43.0,1,0,0.0,0,0.0,0.0,0.0,0,1,bottle,setup.py
20,1,1,2,8.0,8,1.5,2,0,100.0,20.0,3,2,1.333,2,0.3333,1.333,0.0,0,1,bottle,test/test_app.py
4105,342,67,76,7.880116959064328,103,2.91,31,12,0.0,12.002923976608187,279,717,5.14,67,0.0092,3.07,0.181,4,1,bottle,bottle.py
3969,328,67,76,7.810975609756097,103,2.93,31,12,0.0,12.100609756097562,268,674,5.03,67,0.0094,3.061,0.178,4,1,bottle,bottle.py
3893,324,67,76,7.771604938271605,99,2.93,30,12,0.0,12.015432098765432,264,669,5.068,67,0.0096,3.061,0.184,4,1,bottle,bottle.py
65,6,1,2,7.333333333333333,16,1.43,3,0,58.74,10.833333333333334,8,7,1.75,7,0.125,1.75,0.0,0,1,bottle,test/test_config.py
3673,323,66,73,7.182662538699691,91,2.91,30,12,0.0,11.371517027863778,263,666,5.065,66,0.0097,3.064,0.186,4,1,bottle,bottle.py
31,7,1,3,4.714285714285714,20,1.5,2,0,100.0,4.428571428571429,7,4,1.143,3,0.0952,1.8,0.0,0,1,bottle,test/test_route.py
3635,323,66,73,7.136222910216718,90,2.88,30,12,0.0,11.253869969040247,263,666,5.065,66,0.0097,3.064,0.186,4,1,bottle,bottle.py
3590,323,66,73,7.03405572755418,88,2.83,29,11,0.0,11.114551083591332,263,664,5.049,66,0.0096,3.065,0.186,4,1,bottle,bottle.py
35,0,0,6,0.0,0,0.0,0,0,59.15,35.0,1,0,0.0,0,0.0,0.0,0.0,0,1,bottle,test/servertest.py
3590,323,66,73,7.03405572755418,88,2.83,29,11,0.0,11.114551083591332,263,664,5.049,66,0.0096,3.065,0.186,4,1,bottle,bottle.py
3579,322,66,73,7.065217391304348,88,2.84,29,11,0.0,11.114906832298137,262,662,5.053,66,0.0097,3.065,0.183,4,1,bottle,bottle.py
3562,322,66,73,7.015527950310559,88,2.82,29,11,0.0,11.062111801242237,262,662,5.053,66,0.0097,3.065,0.183,4,1,bottle,bottle.py
3564,328,64,70,6.844512195121951,88,2.78,29,11,0.0,10.865853658536585,264,684,5.182,64,0.0099,3.075,0.178,4,1,bottle,bottle.py
47,5,1,2,5.8,8,1.17,2,0,63.45,9.4,7,6,1.714,6,0.1429,1.714,0.0,0,1,bottle,test/test_config.py
3356,311,63,68,6.868167202572347,88,2.82,28,11,0.0,10.790996784565916,245,620,5.061,63,0.0104,3.088,0.155,4,1,bottle,bottle.py
3289,310,64,68,6.712903225806452,88,2.79,28,10,0.0,10.609677419354838,245,608,4.963,64,0.0102,3.096,0.149,4,1,bottle,bottle.py
756,69,4,10,8.782608695652174,67,1.57,5,0,20.37,10.956521739130435,67,72,2.149,33,0.0163,3.17,0.111,0,1,bottle,test/test_environ.py
3284,309,64,68,6.724919093851133,88,2.8,28,10,0.0,10.627831715210355,245,606,4.947,64,0.0101,3.102,0.149,4,1,bottle,bottle.py
3263,309,64,68,6.679611650485437,88,2.78,28,10,0.0,10.559870550161813,245,604,4.931,64,0.0101,3.105,0.15,4,1,bottle,bottle.py
3263,309,64,68,6.679611650485437,88,2.78,28,10,0.0,10.559870550161813,245,604,4.931,64,0.0101,3.105,0.15,4,1,bottle,bottle.py
83,8,1,6,6.875,11,1.78,3,0,56.48,10.375,10,9,1.8,9,0.1,1.8,0.0,0,1,bottle,test/test_resources.py
3243,309,63,68,6.624595469255663,88,2.78,28,10,0.0,10.495145631067961,244,601,4.926,63,0.0101,3.108,0.151,4,1,bottle,bottle.py
3243,309,63,68,6.621359223300971,88,2.78,28,10,0.0,10.495145631067961,244,601,4.926,63,0.0101,3.108,0.151,4,1,bottle,bottle.py
3215,305,62,68,6.636065573770492,88,2.78,28,10,0.0,10.540983606557377,238,593,4.983,62,0.0105,3.091,0.158,4,1,bottle,bottle.py
3205,302,62,68,6.655629139072848,88,2.78,28,10,0.0,10.612582781456954,235,594,5.055,62,0.0108,3.09,0.16,4,1,bottle,bottle.py
77,12,2,2,4.916666666666667,10,1.22,2,0,58.19,6.416666666666667,13,9,1.385,6,0.0577,2.111,0.0,0,1,bottle,test/test_mount.py
3198,302,62,68,6.6490066225165565,88,2.78,28,10,0.0,10.589403973509933,235,594,5.055,62,0.0108,3.09,0.16,4,1,bottle,bottle.py
130,5,13,11,11.0,25,2.28,9,0,54.96,26.0,18,18,2.0,12,0.0588,2.34,0.117,0,1,bottle,test/test_server.py
3075,296,60,67,6.513513513513513,88,2.76,28,10,0.0,10.388513513513514,230,576,5.009,60,0.0109,3.097,0.158,4,1,bottle,bottle.py
41,7,1,7,3.2857142857142856,5,1.14,2,0,82.72,5.857142857142857,9,10,2.222,7,0.1389,1.643,0.405,0,0,bottle,test/test_importhook.py
129,23,2,2,4.608695652173913,10,1.12,2,0,54.15,5.608695652173913,22,25,2.273,13,0.0541,2.281,0.0,0,0,bottle,test/test_mount.py
42,5,1,3,6.0,11,1.25,2,0,100.0,8.4,6,5,1.667,3,0.1667,1.6,0.0,0,0,bottle,test/test_contextlocals.py
30,0,0,4,0.0,0,0.0,0,0,82.94,30.0,1,0,0.0,0,0.0,0.0,0.0,0,0,bottle,docs/conf.py
21,1,1,2,8.0,8,1.5,2,0,100.0,21.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,bottle,test/test_app.py
198,40,2,4,3.775,17,1.16,3,0,46.76,4.95,32,30,1.875,25,0.0302,2.308,0.0,0,0,bottle,test/test_outputfilter.py
18,2,1,2,3.5,4,1.33,2,0,100.0,9.0,4,3,1.5,3,0.25,1.5,0.0,0,0,bottle,test/test_formsdict.py
58,9,1,5,3.3333333333333335,8,1.11,2,0,100.0,6.444444444444445,11,10,1.818,9,0.0909,1.964,0.0,0,0,bottle,test/test_mako.py
42,10,2,2,2.4,9,1.14,2,0,100.0,4.2,9,7,1.556,6,0.0972,1.929,0.0,0,0,bottle,test/test_exc.py
908,88,4,9,8.318181818181818,74,1.65,5,0,12.92,10.318181818181818,87,98,2.253,42,0.0131,3.22,0.157,0,0,bottle,test/test_environ.py
40,2,2,5,5.0,8,1.5,2,0,89.34,20.0,5,6,2.4,3,0.3,1.4,0.333,0,0,bottle,test/test_oorouting.py
178,23,3,11,6.086956521739131,32,1.74,5,0,33.77,7.739130434782608,26,30,2.308,11,0.0462,2.835,0.218,0,0,bottle,test/tools.py
369,54,2,7,4.7592592592592595,17,1.15,5,0,36.85,6.833333333333333,55,97,3.527,43,0.0327,2.077,0.75,0,0,bottle,test/test_stpl.py
69,10,1,5,3.9,13,1.09,2,0,56.4,6.9,12,13,2.167,11,0.0985,1.803,0.225,0,0,bottle,test/test_fileupload.py
545,121,7,3,3.884297520661157,23,1.37,5,0,25.72,4.5041322314049586,82,73,1.78,20,0.011,3.39,0.052,0,0,bottle,test/test_wsgi.py
13,2,1,2,2.5,5,1.5,2,0,100.0,6.5,4,2,1.0,2,0.1667,1.333,0.0,0,0,bottle,test/test_auth.py
56,9,2,3,2.7777777777777777,5,1.55,3,0,61.48,6.222222222222222,9,15,3.333,7,0.2083,1.611,0.243,0,0,bottle,test/test_securecookies.py
222,49,7,3,3.489795918367347,13,1.1,2,0,34.74,4.530612244897959,39,51,2.615,17,0.0344,2.686,0.035,0,0,bottle,test/test_plugins.py
48,4,1,2,9.0,17,1.6,3,0,53.09,12.0,6,5,1.667,5,0.1667,1.667,0.0,0,0,bottle,test/test_mdict.py
74,11,1,4,3.4545454545454546,7,1.18,2,0,63.66,6.7272727272727275,13,12,1.846,11,0.0769,1.974,0.0,0,0,bottle,test/test_jinja2.py
24,1,1,2,12.0,12,1.5,2,0,100.0,24.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,bottle,test/test_html_helper.py
15,0,0,7,0.0,0,0.0,0,0,100.0,15.0,1,0,0.0,0,0.0,0.0,0.0,0,0,bottle,test/__init__.py
241,0,0,6,0.0,0,0.0,0,0,78.34,241.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,docs/conf.py
90,0,0,12,0.0,0,0.0,0,0,78.6,90.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/util/__init__.py
88,0,0,12,0.0,0,0.0,0,0,78.85,88.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/util/__init__.py
522,41,6,8,9.292682926829269,41,3.43,27,1,26.59,12.731707317073171,41,27,1.317,6,0.0165,1.949,0.0,0,1,falcon,tests/test_cookies.py
1535,48,5,23,25.083333333333332,171,4.13,21,6,19.41,31.979166666666668,50,64,2.56,25,0.0261,3.629,0.298,0,1,falcon,falcon/testing/helpers.py
156,12,1,4,10.166666666666666,42,2.3,5,0,52.86,13.0,14,3,0.429,2,0.0165,1.333,0.0,0,1,falcon,tests/asgi/test_testing_asgi.py
144,8,6,3,9.875,20,3.6,5,0,67.03,18.0,15,18,2.4,6,0.0857,2.648,0.311,0,1,falcon,tests/test_recipes.py
82,0,0,12,0.0,0,0.0,0,0,80.58,82.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/util/__init__.py
46,3,2,3,0.0,0,1.4,2,0,100.0,15.333333333333334,5,5,2.0,3,0.25,1.6,0.0,0,1,falcon,falcon/typing.py
19,0,0,0,0.0,0,0.0,0,0,100.0,19.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/version.py
26,1,0,6,10.0,10,1.0,1,0,68.28,26.0,2,0,0.0,0,0.0,0.0,0.0,0,1,falcon,e2e-tests/server/app.py
790,26,4,11,22.423076923076923,92,3.17,11,1,42.77,30.384615384615383,29,49,3.379,18,0.0603,2.458,0.3,0,1,falcon,falcon/asgi/ws.py
1485,48,5,21,24.229166666666668,171,4.13,21,6,19.46,30.9375,50,64,2.56,25,0.0261,3.629,0.298,0,1,falcon,falcon/testing/helpers.py
300,22,7,10,11.681818181818182,73,3.7,19,3,45.54,13.636363636363637,23,30,2.609,7,0.0593,2.444,0.0,0,1,falcon,tests/asgi/_asgi_test_app.py
654,34,2,21,14.588235294117647,51,3.49,13,1,28.07,19.235294117647058,37,30,1.622,14,0.0225,2.892,0.0,0,1,falcon,tests/asgi/test_asgi_servers.py
1375,99,38,11,14.505050505050505,114,4.05,20,2,11.21,13.88888888888889,63,68,2.159,29,0.0174,2.825,0.016,0,1,falcon,tests/asgi/test_ws.py
368,0,0,7,0.0,0,0.0,0,0,66.99,368.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,docs/conf.py
19,0,0,0,0.0,0,0.0,0,0,100.0,19.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/version.py
369,0,0,7,0.0,0,0.0,0,0,66.38,369.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,docs/conf.py
645,34,2,21,14.588235294117647,51,3.49,13,1,28.29,18.970588235294116,37,30,1.622,14,0.0225,2.892,0.0,0,1,falcon,tests/asgi/test_asgi_servers.py
320,23,0,3,18.0,103,3.5,8,0,34.13,13.91304347826087,21,15,1.429,12,0.0357,1.934,0.113,0,1,falcon,tests/asgi/test_boundedstream_asgi.py
396,30,1,5,5.966666666666667,18,2.8,6,0,23.84,13.2,32,14,0.875,6,0.0141,1.929,0.0,0,1,falcon,tests/asgi/test_buffered_reader.py
224,14,7,6,10.5,27,2.35,5,0,56.55,16.0,20,23,2.3,7,0.0605,2.754,0.075,0,1,falcon,tests/asgi/test_example_asgi.py
390,40,10,8,6.125,40,2.55,10,0,19.15,9.75,40,67,3.35,18,0.0429,2.633,0.061,0,1,falcon,tests/asgi/test_hello_asgi.py
313,33,12,5,9.636363636363637,38,1.58,3,0,42.25,9.484848484848484,28,53,3.786,15,0.0701,2.291,0.0,1,1,falcon,tests/asgi/test_response_media_asgi.py
150,20,2,6,7.2,67,1.8,5,0,47.11,7.5,18,17,1.889,7,0.0556,2.724,0.0,0,1,falcon,tests/asgi/test_scheduled_callbacks.py
130,7,1,6,29.571428571428573,98,5.5,10,0,58.59,18.571428571428573,9,4,0.889,3,0.0556,1.5,0.0,0,1,falcon,tests/asgi/test_sync.py
158,12,1,4,10.166666666666666,42,2.3,5,0,52.53,13.166666666666666,14,3,0.429,2,0.0165,1.333,0.0,0,1,falcon,tests/asgi/test_testing_asgi.py
1258,89,34,11,14.741573033707866,114,3.72,20,2,16.64,14.134831460674157,59,64,2.169,25,0.0187,2.855,0.017,0,1,falcon,tests/asgi/test_ws.py
140,15,1,7,4.333333333333333,13,2.27,4,0,57.91,9.333333333333334,17,9,1.059,9,0.0331,1.8,0.0,0,1,falcon,tests/conftest.py
362,28,4,4,6.464285714285714,18,3.63,14,1,16.12,12.928571428571429,32,24,1.5,10,0.0242,2.918,0.0,0,1,falcon,tests/test_buffered_reader.py
197,14,5,8,5.428571428571429,13,2.33,5,0,50.14,14.071428571428571,19,20,2.105,5,0.0585,2.912,0.158,0,1,falcon,tests/test_cmd_inspect_app.py
952,89,25,11,7.955056179775281,42,2.59,8,0,0.0,10.696629213483146,86,147,3.419,48,0.0201,2.568,0.016,0,1,falcon,tests/test_httperror.py
286,38,10,7,5.026315789473684,20,2.61,5,0,33.44,7.526315789473684,40,51,2.55,10,0.0327,3.13,0.153,0,1,falcon,tests/test_httpstatus.py
715,61,5,7,9.672131147540984,36,4.22,13,5,0.0,11.721311475409836,60,111,3.7,33,0.0314,2.595,0.054,0,1,falcon,tests/test_inspect.py
388,33,16,13,9.06060606060606,67,3.18,8,0,42.78,11.757575757575758,26,44,3.385,8,0.0677,2.627,0.0,0,1,falcon,tests/test_media_handlers.py
851,37,4,9,17.43243243243243,47,3.29,7,0,16.23,23.0,38,34,1.789,12,0.0242,3.19,0.0,0,1,falcon,tests/test_media_multipart.py
392,33,11,5,7.9393939393939394,33,3.13,19,1,24.58,11.878787878787879,35,54,3.086,11,0.0454,2.909,0.0,0,1,falcon,tests/test_request_media.py
215,15,2,3,8.333333333333334,18,2.06,4,0,43.63,14.333333333333334,18,10,1.111,4,0.0327,2.444,0.0,0,1,falcon,tests/test_response_media.py
592,32,2,10,11.8125,46,3.9,11,1,26.65,18.5,31,31,2.0,15,0.0333,2.613,0.0,0,1,falcon,tests/test_static.py
1420,100,17,12,9.41,99,4.31,30,7,0.0,14.2,104,121,2.327,35,0.0113,3.201,0.033,0,1,falcon,tests/test_utils.py
137,13,3,8,8.846153846153847,40,2.7,4,0,62.17,10.538461538461538,16,16,2.0,8,0.0667,2.571,0.0,0,1,falcon,tests/test_wsgi.py
1128,16,1,20,51.625,435,8.56,72,2,33.11,70.5,18,25,2.778,16,0.0817,1.908,0.504,0,1,falcon,falcon/asgi/app.py
704,23,3,8,23.217391304347824,91,3.27,11,1,46.54,30.608695652173914,25,44,3.52,18,0.0733,2.267,0.318,0,1,falcon,falcon/asgi/ws.py
519,15,0,11,26.0,55,3.86,11,1,47.88,34.6,16,1,0.125,1,0.0042,1.0,0.0,0,1,falcon,falcon/util/misc.py
1095,74,27,11,15.72972972972973,114,3.71,19,2,20.31,14.797297297297296,50,52,2.08,22,0.0212,2.871,0.024,0,1,falcon,tests/asgi/test_ws.py
1407,100,17,12,9.36,99,4.24,30,7,0.0,14.07,104,121,2.327,35,0.0113,3.201,0.033,0,1,falcon,tests/test_utils.py
1129,16,1,20,51.625,435,8.56,72,2,33.1,70.5625,18,25,2.778,16,0.0817,1.908,0.504,0,1,falcon,falcon/asgi/app.py
450,7,1,4,33.714285714285715,58,3.75,8,0,25.3,64.28571428571429,8,7,1.75,7,0.125,1.75,0.0,0,1,falcon,falcon/asgi/response.py
219,5,1,5,20.0,29,3.33,5,0,63.08,43.8,7,7,2.0,6,0.1667,1.667,0.295,0,1,falcon,falcon/http_error.py
55,2,1,1,3.5,4,1.33,2,0,100.0,27.5,4,3,1.5,3,0.25,1.5,0.0,0,1,falcon,falcon/http_status.py
1229,24,2,9,31.708333333333332,190,3.38,17,2,40.01,51.208333333333336,22,23,2.091,20,0.0498,1.983,0.0,0,1,falcon,falcon/response.py
517,15,0,11,25.866666666666667,55,3.71,11,1,48.81,34.46666666666667,16,1,0.125,1,0.0042,1.0,0.0,0,1,falcon,falcon/util/misc.py
348,50,9,4,4.56,25,2.11,5,0,21.72,6.96,49,59,2.408,18,0.0251,3.096,0.0,0,1,falcon,tests/test_error_handlers.py
126,11,1,8,6.2727272727272725,15,2.5,5,0,59.44,11.454545454545455,12,6,1.0,4,0.0455,1.6,0.0,0,1,falcon,tests/test_http_custom_method_routing.py
923,89,25,10,7.752808988764045,42,2.5,7,0,0.0,10.370786516853933,86,147,3.419,48,0.0201,2.568,0.016,0,1,falcon,tests/test_httperror.py
279,39,10,7,4.641025641025641,20,2.24,5,0,36.08,7.153846153846154,40,52,2.6,10,0.0333,3.124,0.153,0,1,falcon,tests/test_httpstatus.py
2208,72,9,14,23.083333333333332,258,1.92,13,2,10.07,30.666666666666668,52,94,3.615,15,0.0354,3.003,0.153,1,1,falcon,falcon/testing/client.py
1348,98,17,12,9.173469387755102,99,4.26,30,7,0.0,13.755102040816327,102,119,2.333,35,0.0116,3.197,0.034,0,1,falcon,tests/test_utils.py
1172,24,2,8,30.291666666666668,178,3.31,15,2,39.04,48.833333333333336,22,23,2.091,20,0.0498,1.983,0.0,0,1,falcon,falcon/response.py
22,0,0,1,0.0,0,0.0,0,0,100.0,22.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/uri.py
499,9,0,2,42.111111111111114,120,6.88,24,1,49.56,55.44444444444444,10,4,0.8,3,0.0444,1.5,0.0,0,1,falcon,falcon/util/uri.py
1288,98,17,13,8.979591836734693,99,4.18,30,7,0.0,13.142857142857142,102,119,2.333,35,0.0116,3.197,0.034,0,1,falcon,tests/test_utils.py
357,0,0,8,0.0,0,0.0,0,0,60.65,357.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,docs/conf.py
62,0,0,17,0.0,0,0.0,0,0,70.93,62.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/__init__.py
290,7,1,4,33.142857142857146,115,5.88,25,1,61.72,41.42857142857143,9,5,1.111,5,0.0694,1.667,0.0,0,1,falcon,falcon/app_helpers.py
1054,16,1,20,46.5,397,8.38,70,1,33.98,65.875,18,25,2.778,16,0.0817,1.908,0.504,0,1,falcon,falcon/asgi/app.py
160,6,2,4,18.333333333333332,71,4.38,13,1,66.34,26.666666666666668,9,11,2.444,5,0.1528,2.056,0.4,0,1,falcon,falcon/asgi/multipart.py
941,21,1,7,23.571428571428573,110,4.18,14,2,27.92,44.80952380952381,23,22,1.913,22,0.0435,1.913,0.0,0,1,falcon,falcon/asgi/request.py
437,7,1,5,31.571428571428573,54,4.0,9,0,23.51,62.42857142857143,8,7,1.75,7,0.125,1.75,0.0,0,1,falcon,falcon/asgi/response.py
432,19,1,18,16.210526315789473,84,3.39,13,1,39.45,22.736842105263158,20,22,2.2,6,0.0579,2.842,0.077,0,1,falcon,falcon/bench/bench.py
126,0,0,2,0.0,0,0.0,0,0,87.51,126.0,1,0,0.0,0,0.0,0.0,0.0,0,1,falcon,falcon/constants.py
215,8,3,4,21.625,31,1.45,2,0,38.11,26.875,8,13,3.25,5,0.2321,1.536,0.317,0,1,falcon,falcon/media/base.py
85,5,2,7,9.2,20,2.57,6,0,76.55,17.0,7,8,2.286,4,0.1905,1.952,0.31,0,1,falcon,falcon/media/handlers.py
184,11,2,4,2.5454545454545454,12,1.77,4,0,53.88,16.727272727272727,12,15,2.5,9,0.1136,2.03,0.171,0,1,falcon,falcon/media/json.py
91,9,2,5,2.6666666666666665,8,1.36,3,0,89.53,10.11111111111111,9,13,2.889,7,0.1806,1.694,0.233,0,1,falcon,falcon/media/msgpack.py
597,17,5,8,16.352941176470587,70,3.09,13,1,48.32,35.11764705882353,19,32,3.368,10,0.0936,2.351,0.112,0,1,falcon,falcon/media/multipart.py
53,5,1,4,3.4,10,1.33,2,0,100.0,10.6,7,8,2.286,6,0.1905,1.619,0.4,0,1,falcon,falcon/media/urlencoded.py
2017,54,2,12,24.14814814814815,90,3.86,15,1,5.41,37.351851851851855,56,76,2.714,54,0.0247,1.984,0.337,0,1,falcon,falcon/request.py
1171,24,2,9,30.291666666666668,178,3.31,15,2,39.3,48.791666666666664,22,23,2.091,20,0.0498,1.983,0.0,0,1,falcon,falcon/response.py
491,14,0,10,25.928571428571427,55,3.85,11,1,48.67,35.07142857142857,15,1,0.133,1,0.0048,1.0,0.0,0,1,falcon,falcon/util/misc.py
502,9,0,2,42.111111111111114,120,6.88,24,1,49.5,55.77777777777778,10,4,0.8,3,0.0444,1.5,0.0,0,1,falcon,falcon/util/uri.py
236,26,8,5,9.076923076923077,22,1.47,2,0,45.6,9.076923076923077,20,29,2.9,8,0.0763,2.333,0.0,1,1,falcon,tests/asgi/test_response_media_asgi.py
311,26,8,5,14.538461538461538,78,1.9,4,0,41.59,11.961538461538462,19,24,2.526,9,0.0702,2.471,0.0,0,1,falcon,tests/asgi/test_sse.py
942,93,26,11,7.333333333333333,38,2.49,7,0,0.0,10.129032258064516,91,151,3.319,49,0.0184,2.619,0.015,0,1,falcon,tests/test_httperror.py
298,28,13,12,7.928571428571429,53,2.6,4,0,47.29,10.642857142857142,22,39,3.545,7,0.0844,2.524,0.0,0,1,falcon,tests/test_media_handlers.py
81,8,2,4,3.5,5,1.9,3,0,58.84,10.125,10,6,1.2,3,0.0667,1.4,0.0,0,1,falcon,tests/test_media_urlencoded.py
1007,65,4,8,12.415384615384616,54,4.26,18,8,0.0,15.492307692307692,70,119,3.4,48,0.0246,2.522,0.0,0,1,falcon,tests/test_query_params.py
123,16,6,4,7.625,45,2.67,7,0,54.0,7.6875,20,24,2.4,6,0.0632,2.5,0.0,0,1,falcon,tests/test_response_body.py
1161,87,13,13,9.126436781609195,53,4.38,28,6,0.0,13.344827586206897,97,101,2.082,34,0.0108,3.235,0.047,0,1,falcon,tests/test_utils.py
2014,54,2,12,24.14814814814815,90,3.86,15,1,5.44,37.2962962962963,56,76,2.714,54,0.0247,1.984,0.337,0,1,falcon,falcon/request.py
479,9,0,2,39.55555555555556,97,6.0,17,1,51.08,53.22222222222222,10,4,0.8,3,0.0444,1.5,0.0,0,1,falcon,falcon/util/uri.py
953,63,4,8,12.238095238095237,54,4.27,18,8,0.0,15.126984126984127,68,115,3.382,46,0.0252,2.535,0.0,0,1,falcon,tests/test_query_params.py
186,8,2,4,5.0,12,2.2,3,0,57.7,23.25,8,10,2.5,6,0.1786,1.714,0.0,0,1,falcon,falcon/media/json.py
1376,47,4,20,22.872340425531913,156,4.1,22,6,20.54,29.27659574468085,48,62,2.583,24,0.0275,3.661,0.311,0,1,falcon,falcon/testing/helpers.py
479,9,0,2,39.55555555555556,97,6.0,17,1,51.14,53.22222222222222,10,4,0.8,3,0.0444,1.5,0.0,0,1,falcon,falcon/util/uri.py
182,8,2,4,5.0,12,2.2,3,0,56.82,22.75,8,10,2.5,6,0.1786,1.714,0.0,0,1,falcon,falcon/media/json.py
2037,69,9,13,22.10144927536232,224,1.91,13,2,4.93,29.52173913043478,49,94,3.837,15,0.04,3.003,0.162,1,1,falcon,falcon/testing/client.py
246,11,0,6,17.0,43,1.62,4,0,55.37,22.363636363636363,11,4,0.727,2,0.0364,1.333,0.0,0,1,falcon,falcon/util/sync.py
282,21,0,3,18.333333333333332,97,3.71,8,0,35.62,13.428571428571429,19,15,1.579,12,0.0439,1.934,0.124,0,1,falcon,tests/asgi/test_boundedstream_asgi.py
388,30,1,5,5.966666666666667,18,2.8,6,0,23.91,12.933333333333334,32,14,0.875,6,0.0141,1.929,0.0,0,1,falcon,tests/asgi/test_buffered_reader.py
237,33,14,3,7.7272727272727275,68,4.43,9,0,31.13,7.181818181818182,21,40,3.81,9,0.0952,2.371,0.0,0,1,falcon,tests/asgi/test_lifespan_handlers.py
239,14,1,5,11.357142857142858,33,2.23,6,0,47.27,17.071428571428573,15,8,1.067,5,0.0381,1.667,0.0,0,1,falcon,tests/asgi/test_scope.py
265,21,6,4,15.952380952380953,78,1.5,3,0,45.84,12.619047619047619,15,18,2.4,8,0.0857,2.179,0.0,0,1,falcon,tests/asgi/test_sse.py
438,47,12,5,4.127659574468085,23,2.19,13,1,33.72,9.319148936170214,43,59,2.744,12,0.0327,2.654,0.077,0,1,falcon,tests/test_after_hooks.py
555,62,15,7,4.548387096774194,32,2.29,13,2,17.87,8.951612903225806,58,74,2.552,15,0.0224,2.935,0.126,0,1,falcon,tests/test_before_hooks.py
