total_lines,num_functions,num_classes,num_imports,avg_func_length,max_func_length,avg_complexity,max_complexity,high_complexity_fns,maintainability,lines_per_function,num_nodes,num_edges,avg_degree,max_degree,graph_density,avg_shortest_path,clustering_coeff,deep_nesting_count,is_buggy,source,path
2136,144,43,10,13.972222222222221,73,2.05,16,2,0.0,14.833333333333334,105,291,5.543,40,0.0266,2.642,0.31,0,0,sqlalchemy,test/orm/test_composites.py
1436,55,8,6,14.272727272727273,144,1.59,4,0,22.85,26.10909090909091,64,74,2.312,19,0.0184,3.355,0.102,0,0,sqlalchemy,test/dialect/mysql/test_types.py
459,8,1,8,33.125,108,1.11,2,0,100.0,57.375,10,9,1.8,9,0.1,1.8,0.0,0,0,sqlalchemy,lib/sqlalchemy/sql/events.py
885,32,6,12,22.90625,62,2.41,14,1,23.37,27.65625,37,40,2.162,23,0.03,2.698,0.072,0,0,sqlalchemy,test/orm/test_pickled.py
2681,122,12,10,19.30327868852459,76,2.68,17,5,0.0,21.975409836065573,124,147,2.371,43,0.0096,3.49,0.159,0,0,sqlalchemy,test/engine/test_reflection.py
777,42,10,8,14.285714285714286,50,1.69,7,0,34.74,18.5,49,61,2.49,10,0.0259,3.244,0.33,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_dialect.py
895,41,8,9,3.5853658536585367,21,1.8,7,0,32.5,21.829268292682926,43,59,2.744,14,0.0327,2.906,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/oracle/oracledb.py
77,0,0,4,0.0,0,0.0,0,0,100.0,77.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/types.py
1975,113,26,9,14.601769911504425,98,1.41,9,0,15.09,17.47787610619469,123,216,3.512,27,0.0144,3.405,0.263,0,0,sqlalchemy,test/orm/test_options.py
1444,81,10,16,13.358024691358025,94,2.49,15,1,16.76,17.82716049382716,70,131,3.743,17,0.0271,3.053,0.279,0,0,sqlalchemy,lib/sqlalchemy/sql/lambdas.py
893,45,4,24,21.444444444444443,132,3.97,17,2,28.63,19.844444444444445,46,36,1.565,9,0.0174,3.569,0.0,1,0,sqlalchemy,lib/sqlalchemy/testing/plugin/pytestplugin.py
63,1,0,4,33.0,33,5.0,5,0,84.01,63.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/__init__.py
238,10,1,5,19.5,62,1.27,3,0,54.7,23.8,12,11,1.833,11,0.0833,1.833,0.0,0,0,sqlalchemy,test/dialect/mysql/test_on_duplicate.py
7,0,0,0,0.0,0,0.0,0,0,100.0,7.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,examples/materialized_paths/__init__.py
2515,130,43,20,16.946153846153845,74,1.89,11,2,3.16,19.346153846153847,138,181,2.623,37,0.0096,3.432,0.06,0,0,sqlalchemy,test/orm/test_deprecations.py
187,9,8,4,13.777777777777779,36,1.5,3,0,44.72,20.77777777777778,16,18,2.25,10,0.075,2.2,0.0,0,0,sqlalchemy,test/sql/test_utils.py
558,93,4,6,2.6129032258064515,7,1.41,3,0,3.28,6.0,78,109,2.795,43,0.0181,2.822,0.16,0,0,sqlalchemy,test/perf/compiled_extensions/collections_.py
1339,46,38,6,26.5,79,1.54,4,0,31.29,29.108695652173914,59,104,3.525,38,0.0304,2.461,0.0,0,0,sqlalchemy,test/orm/test_assorted_eager.py
2224,172,14,15,13.598837209302326,68,1.53,11,1,0.76,12.930232558139535,110,167,3.036,79,0.0139,2.584,0.009,0,0,sqlalchemy,test/sql/test_lambdas.py
635,26,3,4,21.615384615384617,52,1.17,3,0,36.62,24.423076923076923,30,37,2.467,24,0.0425,2.343,0.21,0,0,sqlalchemy,test/dialect/sqlite/test_on_conflict.py
268,3,0,10,76.0,216,10.0,24,1,51.99,89.33333333333333,4,2,1.0,2,0.1667,1.333,0.0,0,0,sqlalchemy,tools/generate_sql_functions.py
67,2,1,4,15.0,18,2.33,3,0,67.34,33.5,4,1,0.5,1,0.0833,1.0,0.0,0,0,sqlalchemy,examples/performance/bulk_updates.py
4199,144,26,11,29.61111111111111,157,1.27,4,0,1.01,29.15972222222222,137,186,2.715,33,0.01,3.352,0.011,0,0,sqlalchemy,test/orm/test_froms.py
156,13,3,5,5.230769230769231,14,1.25,2,0,83.78,12.0,9,18,4.0,6,0.25,1.5,0.252,0,0,sqlalchemy,lib/sqlalchemy/engine/characteristics.py
515,27,2,12,13.592592592592593,37,1.03,2,0,49.5,19.074074074074073,30,2,0.133,2,0.0023,1.333,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/typed_queries.py
2258,76,13,26,17.92105263157895,120,2.12,10,0,27.96,29.710526315789473,62,75,2.419,25,0.0198,2.859,0.197,0,0,sqlalchemy,lib/sqlalchemy/orm/decl_api.py
1067,43,9,10,18.0,123,3.23,21,2,24.21,24.813953488372093,52,76,2.923,27,0.0287,2.744,0.131,0,0,sqlalchemy,lib/sqlalchemy/sql/cache_key.py
352,12,3,8,17.666666666666668,78,2.67,9,0,60.81,29.333333333333332,15,9,1.2,3,0.0429,1.905,0.0,0,0,sqlalchemy,examples/sharding/asyncio.py
42,0,0,3,0.0,0,0.0,0,0,100.0,42.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/pool/__init__.py
561,10,3,14,23.1,103,4.91,15,2,54.93,56.1,12,15,2.5,4,0.1136,2.133,0.375,0,0,sqlalchemy,lib/sqlalchemy/ext/declarative/extensions.py
1523,67,29,12,13.477611940298507,87,2.47,17,4,18.45,22.73134328358209,72,100,2.778,29,0.0196,2.775,0.142,0,0,sqlalchemy,lib/sqlalchemy/dialects/oracle/cx_oracle.py
380,21,9,5,17.095238095238095,86,1.62,4,0,38.59,18.095238095238095,26,31,2.385,9,0.0477,2.794,0.0,0,0,sqlalchemy,test/aaa_profiling/test_misc.py
586,33,49,10,14.0,32,1.32,4,0,36.43,17.757575757575758,43,69,3.209,19,0.0382,2.525,0.123,0,0,sqlalchemy,test/ext/declarative/test_reflection.py
238,9,1,3,20.11111111111111,31,1.3,3,0,56.96,26.444444444444443,11,10,1.818,10,0.0909,1.818,0.0,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_cte.py
586,13,16,6,30.846153846153847,93,2.0,13,2,38.41,45.07692307692308,26,45,3.462,16,0.0692,2.255,0.017,0,0,sqlalchemy,test/orm/inheritance/_poly_fixtures.py
12,0,0,3,0.0,0,0.0,0,0,100.0,12.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,test/typing/plain_files/sql/sqltypes.py
25,0,0,0,0.0,0,0.0,0,0,100.0,25.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,examples/space_invaders/__init__.py
115,0,0,2,0.0,0,0.0,0,0,75.94,115.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,test/typing/plain_files/sql/create_table_as.py
421,22,3,5,13.409090909090908,44,1.88,4,0,38.73,19.136363636363637,26,41,3.154,17,0.0631,2.6,0.512,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_ddl.py
135,7,1,11,11.571428571428571,61,1.38,3,0,85.68,19.285714285714285,9,8,1.778,8,0.1111,1.778,0.0,0,0,sqlalchemy,lib/sqlalchemy/engine/mock.py
3871,154,7,28,13.727272727272727,106,3.06,20,8,0.0,25.136363636363637,155,247,3.187,50,0.0103,3.331,0.392,0,0,sqlalchemy,lib/sqlalchemy/dialects/mysql/base.py
959,58,8,7,11.827586206896552,61,1.52,5,0,27.63,16.53448275862069,66,72,2.182,12,0.0168,3.445,0.068,0,0,sqlalchemy,test/dialect/sqlite/test_dialect.py
24,0,0,3,0.0,0,0.0,0,0,100.0,24.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,reap_dbs.py
328,21,5,7,12.238095238095237,47,2.14,8,0,41.84,15.619047619047619,23,36,3.13,9,0.0711,2.706,0.3,0,0,sqlalchemy,test/orm/test_recursive_loaders.py
90,7,4,1,5.714285714285714,9,2.0,4,0,82.82,12.857142857142858,9,12,2.667,6,0.1667,1.833,0.274,0,0,sqlalchemy,lib/sqlalchemy/dialects/sqlite/json.py
47,2,4,5,1.0,1,1.17,2,0,100.0,23.5,7,6,1.714,4,0.1429,2.0,0.0,0,0,sqlalchemy,test/typing/plain_files/ext/association_proxy/association_proxy_three.py
131,0,0,1,0.0,0,0.0,0,0,100.0,131.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/postgresql/operators.py
70,1,0,3,40.0,40,2.0,2,0,100.0,70.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,examples/asyncio/basic.py
675,76,9,11,4.421052631578948,28,1.77,8,0,29.14,8.881578947368421,40,105,5.25,15,0.0673,2.458,0.121,0,0,sqlalchemy,lib/sqlalchemy/event/attr.py
1496,70,8,18,17.214285714285715,81,4.21,27,5,6.6,21.37142857142857,58,70,2.414,12,0.0212,3.282,0.09,0,0,sqlalchemy,lib/sqlalchemy/sql/util.py
47,1,0,4,20.0,20,1.0,1,0,91.51,47.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/util/_has_cython.py
128,7,2,7,4.714285714285714,11,1.56,3,0,74.74,18.285714285714285,9,9,2.0,4,0.125,1.714,0.222,0,0,sqlalchemy,lib/sqlalchemy/sql/_util_cy.py
3354,129,187,16,24.387596899224807,153,1.96,7,0,0.0,26.0,158,233,2.949,43,0.0094,3.192,0.042,0,0,sqlalchemy,test/orm/declarative/test_dc_transforms.py
199,7,10,6,23.0,36,1.22,2,0,43.77,28.428571428571427,13,20,3.077,6,0.1282,2.256,0.0,0,0,sqlalchemy,test/orm/declarative/test_reflection.py
174,3,0,9,34.666666666666664,91,6.67,15,1,62.99,58.0,4,2,1.0,2,0.1667,1.333,0.0,0,0,sqlalchemy,tools/generate_tuple_map_overloads.py
83,0,3,5,0.0,0,1.0,1,0,100.0,83.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/dynamic_rel.py
89,2,4,6,26.5,34,1.33,2,0,100.0,44.5,6,5,1.667,3,0.1667,1.933,0.0,0,0,sqlalchemy,test/orm/declarative/test_abs_import_only.py
583,42,6,9,7.857142857142857,67,1.96,8,0,44.64,13.880952380952381,26,60,4.615,14,0.0923,2.04,0.31,0,0,sqlalchemy,lib/sqlalchemy/pool/impl.py
272,4,4,7,1.25,2,1.0,1,0,57.74,68.0,9,4,0.889,4,0.0556,1.6,0.0,0,0,sqlalchemy,test/typing/plain_files/sql/common_sql_element.py
136,0,3,4,0.0,0,1.0,1,0,100.0,136.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/trad_relationship_uselist.py
148,0,2,6,0.0,0,1.0,1,0,57.51,148.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sqlalchemy,test/typing/plain_files/dialects/postgresql/pg_stuff.py
1649,56,13,11,20.285714285714285,96,2.75,15,2,5.87,29.446428571428573,66,79,2.394,13,0.0184,3.316,0.198,0,0,sqlalchemy,test/dialect/mssql/test_types.py
18,0,0,6,0.0,0,0.0,0,0,100.0,18.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/events.py
3464,114,120,12,27.657894736842106,127,2.48,16,2,0.0,30.385964912280702,132,265,4.015,77,0.0153,2.705,0.112,0,0,sqlalchemy,test/orm/inheritance/test_assorted_poly.py
116,3,1,4,24.333333333333332,36,1.67,3,0,77.91,38.666666666666664,5,2,0.8,1,0.1,1.0,0.0,0,0,sqlalchemy,examples/custom_attributes/active_column_defaults.py
381,5,10,5,68.8,177,2.0,5,0,46.46,76.2,16,25,3.125,10,0.1042,2.033,0.114,0,0,sqlalchemy,test/orm/inheritance/test_magazine.py
52,1,0,3,8.0,8,3.0,3,0,83.92,52.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/testing/plugin/bootstrap.py
971,52,17,19,4.769230769230769,25,1.46,6,0,45.08,18.673076923076923,52,29,1.115,17,0.0109,2.152,0.0,0,0,sqlalchemy,lib/sqlalchemy/orm/base.py
164,0,2,8,0.0,0,1.0,1,0,45.61,164.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sqlalchemy,test/typing/plain_files/sql/operators.py
99,7,3,3,2.857142857142857,6,1.6,2,0,69.28,14.142857142857142,11,11,2.0,7,0.1,2.255,0.0,0,0,sqlalchemy,examples/dynamic_dict/dynamic_dict.py
305,8,2,5,32.125,49,4.11,14,1,47.57,38.125,11,10,1.818,6,0.0909,2.378,0.212,0,0,sqlalchemy,test/orm/test_immediate_load.py
4111,177,33,20,12.581920903954803,205,2.66,26,7,0.0,23.225988700564972,181,269,2.972,48,0.0083,3.457,0.233,0,0,sqlalchemy,lib/sqlalchemy/dialects/mssql/base.py
203,1,3,3,26.0,26,1.75,4,0,68.33,203.0,5,3,1.2,3,0.15,1.5,0.0,0,0,sqlalchemy,examples/extending_query/filter_public.py
673,57,30,11,5.578947368421052,45,1.6,9,0,27.13,11.807017543859649,71,100,2.817,30,0.0201,2.725,0.085,0,0,sqlalchemy,lib/sqlalchemy/dialects/postgresql/pg8000.py
190,5,1,3,31.0,61,1.33,2,0,100.0,38.0,7,6,1.714,6,0.1429,1.714,0.0,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_unicode_ddl.py
292,16,5,7,18.5625,42,2.36,4,0,43.97,18.25,18,23,2.556,6,0.0752,2.308,0.0,0,0,sqlalchemy,test/aaa_profiling/test_threading.py
2545,99,7,16,20.505050505050505,94,3.22,14,7,0.42,25.707070707070706,66,161,4.879,28,0.0375,2.608,0.284,0,0,sqlalchemy,lib/sqlalchemy/orm/strategy_options.py
62,0,3,5,0.0,0,1.0,1,0,100.0,62.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/write_only.py
583,32,7,12,12.0,51,3.59,15,1,28.01,18.21875,32,58,3.625,11,0.0585,2.656,0.21,0,0,sqlalchemy,lib/sqlalchemy/orm/clsregistry.py
89,4,1,4,15.0,46,1.2,2,0,56.69,22.25,6,5,1.667,5,0.1667,1.667,0.0,0,0,sqlalchemy,test/dialect/mssql/test_sequence.py
9,0,0,0,0.0,0,0.0,0,0,100.0,9.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,examples/dynamic_dict/__init__.py
140,6,1,3,16.166666666666668,31,4.43,8,0,54.37,23.333333333333332,8,7,1.75,7,0.125,1.75,0.0,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_update_delete.py
70,6,3,3,1.8333333333333333,5,1.33,3,0,62.57,11.666666666666666,10,11,2.2,8,0.1222,2.044,0.205,0,0,sqlalchemy,test/typing/plain_files/orm/composite.py
3168,115,2,9,24.93913043478261,66,1.26,10,0,4.41,27.547826086956523,118,117,1.983,70,0.0085,2.919,0.0,0,0,sqlalchemy,test/sql/test_cte.py
50,0,3,3,0.0,0,1.0,1,0,74.69,50.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/dataclass_transforms_one.py
111,3,2,5,20.0,41,2.4,6,0,81.31,37.0,6,5,1.667,3,0.1667,2.067,0.0,0,0,sqlalchemy,examples/asyncio/gather_orm_statements.py
96,2,0,6,37.0,73,2.0,3,0,100.0,48.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,test/typing/plain_files/ext/asyncio/engines.py
121,3,5,4,17.333333333333332,23,1.38,2,0,69.38,40.333333333333336,9,5,1.111,5,0.0694,1.667,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/polymorphic.py
1355,46,5,11,24.630434782608695,52,2.18,8,0,17.57,29.456521739130434,51,51,2.0,36,0.02,2.703,0.0,0,0,sqlalchemy,test/dialect/mssql/test_reflection.py
339,13,3,6,15.846153846153847,69,2.62,9,0,59.78,26.076923076923077,16,9,1.125,3,0.0375,1.905,0.0,0,0,sqlalchemy,examples/sharding/separate_tables.py
2101,65,5,14,27.70769230769231,149,2.66,15,5,23.7,32.323076923076925,71,122,3.437,53,0.0245,2.478,0.608,0,0,sqlalchemy,lib/sqlalchemy/engine/reflection.py
2543,204,276,13,12.147058823529411,147,1.86,10,0,0.0,12.465686274509803,216,267,2.472,85,0.0057,2.95,0.01,0,0,sqlalchemy,test/orm/declarative/test_mixin.py
280,10,3,13,16.3,56,2.54,9,0,70.8,28.0,13,14,2.154,5,0.0897,2.564,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/mysql/dml.py
76,3,0,3,10.333333333333334,23,3.0,4,0,64.22,25.333333333333332,4,1,0.5,1,0.0833,1.0,0.0,0,0,sqlalchemy,tools/cython_imports.py
70,7,3,3,3.142857142857143,12,1.71,3,0,65.91,10.0,10,10,2.0,5,0.1111,2.6,0.0,0,0,sqlalchemy,examples/custom_attributes/listen_for_events.py
3120,231,77,14,13.1991341991342,266,3.22,49,5,0.0,13.506493506493506,159,581,7.308,41,0.0231,2.85,0.178,0,0,sqlalchemy,test/orm/test_collection.py
774,39,0,8,14.35897435897436,86,1.03,2,0,100.0,19.846153846153847,17,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/sql/_selectable_constructors.py
3872,143,7,13,16.426573426573427,146,3.43,37,7,0.0,27.076923076923077,148,258,3.486,60,0.0119,3.314,0.397,0,0,sqlalchemy,lib/sqlalchemy/dialects/oracle/base.py
37,0,0,5,0.0,0,0.0,0,0,98.09,37.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,examples/dogpile_caching/relationship_caching.py
48,0,3,4,0.0,0,1.0,1,0,100.0,48.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sqlalchemy,test/typing/plain_files/ext/association_proxy/association_proxy_one.py
13,1,0,0,7.0,7,1.0,1,0,73.27,13.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,tools/warn_tox.py
215,11,3,4,13.0,44,2.38,9,0,71.42,19.545454545454547,13,16,2.462,5,0.1026,2.167,0.0,0,0,sqlalchemy,examples/dogpile_caching/caching_query.py
527,16,12,8,28.25,105,2.83,13,1,33.95,32.9375,25,33,2.64,10,0.055,2.58,0.12,0,0,sqlalchemy,test/orm/dml/test_orm_upd_del_inheritance.py
2417,98,10,16,18.948979591836736,169,3.03,27,4,0.0,24.663265306122447,76,171,4.5,30,0.03,2.845,0.228,0,0,sqlalchemy,lib/sqlalchemy/engine/cursor.py
3840,154,58,9,25.194805194805195,82,1.56,7,0,0.0,24.935064935064936,133,245,3.684,46,0.014,3.005,0.206,0,0,sqlalchemy,test/orm/test_subquery_relations.py
17,0,1,2,0.0,0,1.0,1,0,100.0,17.0,2,1,1.0,1,0.5,1.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/engine/strategies.py
536,41,2,18,11.170731707317072,53,2.36,13,1,45.75,13.073170731707316,42,30,1.429,11,0.0174,2.705,0.077,0,0,sqlalchemy,lib/sqlalchemy/testing/util.py
98,6,2,5,10.166666666666666,18,1.14,2,0,60.01,16.333333333333332,9,9,2.0,7,0.125,1.889,0.0,0,0,sqlalchemy,test/orm/test_selectable.py
197,4,3,5,52.5,106,2.33,5,0,63.41,49.25,8,8,2.0,4,0.1429,2.143,0.188,0,0,sqlalchemy,lib/sqlalchemy/orm/state_changes.py
661,26,4,6,18.807692307692307,104,2.87,19,2,33.96,25.423076923076923,28,46,3.286,10,0.0608,2.974,0.42,0,0,sqlalchemy,lib/sqlalchemy/testing/suite/test_results.py
988,46,8,5,17.847826086956523,35,2.88,7,0,23.08,21.47826086956522,36,51,2.833,19,0.0405,2.703,0.0,0,0,sqlalchemy,test/orm/test_backref_mutations.py
51,3,4,3,1.0,1,1.29,2,0,100.0,17.0,8,7,1.75,4,0.125,2.214,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/declared_attr_two.py
153,3,1,7,7.333333333333333,13,3.0,6,0,71.69,51.0,5,4,1.6,4,0.2,1.6,0.0,0,0,sqlalchemy,lib/sqlalchemy/util/preloaded.py
168,5,5,4,7.4,21,1.33,2,0,73.61,33.6,11,8,1.455,5,0.0727,2.222,0.0,0,0,sqlalchemy,examples/generic_associations/generic_fk.py
545,40,6,7,9.65,49,1.14,3,0,37.12,13.625,46,51,2.217,30,0.0246,2.68,0.116,0,0,sqlalchemy,test/sql/test_roles.py
3387,100,14,22,27.73,123,1.68,11,1,11.86,33.87,89,115,2.584,29,0.0147,3.167,0.004,0,0,sqlalchemy,lib/sqlalchemy/orm/events.py
154,4,1,5,3.25,7,1.6,2,0,69.36,38.5,6,5,1.667,5,0.1667,1.667,0.0,0,0,sqlalchemy,examples/materialized_paths/materialized_paths.py
210,14,1,6,9.571428571428571,30,3.53,10,0,49.64,15.0,16,18,2.25,12,0.075,2.125,0.222,0,0,sqlalchemy,lib/sqlalchemy/sql/naming.py
2261,290,1,5,5.26551724137931,42,1.18,5,0,0.0,7.796551724137931,283,298,2.106,275,0.0037,2.006,0.055,0,0,sqlalchemy,test/requirements.py
170,3,5,5,2.0,4,1.38,2,0,54.93,56.666666666666664,7,8,2.286,5,0.1905,1.714,0.0,0,0,sqlalchemy,examples/inheritance/concrete.py
754,36,1,5,17.52777777777778,40,2.81,12,1,27.66,20.944444444444443,38,37,1.947,37,0.0263,1.947,0.0,0,0,sqlalchemy,test/sql/test_table_via_select.py
365,6,1,7,15.0,49,3.57,6,0,61.78,60.833333333333336,8,8,2.0,7,0.1429,1.714,0.256,0,0,sqlalchemy,lib/sqlalchemy/ext/indexable.py
3265,135,99,11,20.88888888888889,102,1.26,4,0,1.24,24.185185185185187,141,272,3.858,71,0.0138,2.842,0.155,0,0,sqlalchemy,test/orm/inheritance/test_relationship.py
391,17,2,8,13.470588235294118,33,2.79,7,0,47.68,23.0,20,22,2.2,15,0.0579,2.147,0.135,0,0,sqlalchemy,lib/sqlalchemy/event/registry.py
673,60,2,5,8.466666666666667,41,1.95,20,2,15.1,11.216666666666667,61,167,5.475,54,0.0456,2.06,0.43,0,0,sqlalchemy,test/sql/test_ddlemit.py
591,42,4,8,9.80952380952381,69,1.66,9,0,45.79,14.071428571428571,27,46,3.407,12,0.0655,2.45,0.301,0,0,sqlalchemy,lib/sqlalchemy/sql/annotation.py
4202,193,191,10,19.17616580310881,91,1.56,7,0,0.0,21.7720207253886,203,374,3.685,77,0.0091,3.087,0.08,0,0,sqlalchemy,test/orm/inheritance/test_basic.py
1716,44,39,11,36.13636363636363,133,1.94,11,1,20.98,39.0,67,107,3.194,32,0.0242,2.848,0.082,0,0,sqlalchemy,test/orm/inheritance/test_poly_loading.py
351,24,16,8,7.958333333333333,24,1.47,4,0,65.23,14.625,33,40,2.424,16,0.0379,2.574,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/oracle/types.py
634,35,7,8,12.2,32,1.83,5,0,34.62,18.114285714285714,43,52,2.419,11,0.0288,3.08,0.074,0,0,sqlalchemy,test/dialect/mysql/test_dialect.py
42,1,0,4,27.0,27,1.0,1,0,100.0,42.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,test/typing/plain_files/engine/engines.py
464,32,6,10,14.71875,72,1.47,4,0,44.53,14.5,28,45,3.214,11,0.0595,2.762,0.01,0,0,sqlalchemy,test/orm/test_lambdas.py
356,32,3,7,8.15625,26,1.4,7,0,41.17,11.125,33,40,2.424,19,0.0379,2.82,0.147,0,0,sqlalchemy,test/orm/test_lockmode.py
64,1,2,3,1.0,1,1.33,2,0,100.0,64.0,4,3,1.5,2,0.25,1.667,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/mssql/aioodbc.py
1906,114,8,7,14.228070175438596,50,2.04,8,0,0.48,16.719298245614034,114,147,2.579,57,0.0114,3.15,0.061,0,0,sqlalchemy,test/engine/test_transaction.py
449,17,2,8,10.470588235294118,72,2.84,8,0,31.59,26.41176470588235,19,32,3.368,13,0.0936,2.211,0.378,0,0,sqlalchemy,examples/performance/__init__.py
2166,106,12,10,17.60377358490566,75,1.38,13,1,6.82,20.433962264150942,108,132,2.444,45,0.0114,3.32,0.094,0,0,sqlalchemy,test/sql/test_update.py
1332,106,57,18,6.7924528301886795,48,1.72,9,0,8.95,12.566037735849056,135,203,3.007,57,0.0112,2.911,0.085,0,0,sqlalchemy,lib/sqlalchemy/dialects/postgresql/asyncpg.py
280,7,4,13,23.142857142857142,48,2.64,7,0,73.13,40.0,11,13,2.364,5,0.1182,2.291,0.0,0,0,sqlalchemy,lib/sqlalchemy/dialects/sqlite/dml.py
6561,215,30,24,23.446511627906975,670,3.32,36,14,0.0,30.516279069767442,155,349,4.503,39,0.0146,3.038,0.183,0,0,sqlalchemy,lib/sqlalchemy/sql/schema.py
1514,71,6,5,16.704225352112676,253,1.45,10,0,24.64,21.323943661971832,77,88,2.286,44,0.015,3.024,0.099,0,0,sqlalchemy,test/dialect/sqlite/test_reflection.py
356,13,1,4,18.76923076923077,68,1.5,3,0,57.03,27.384615384615383,15,14,1.867,14,0.0667,1.867,0.0,0,0,sqlalchemy,test/sql/test_case_statement.py
694,78,13,8,4.115384615384615,53,1.7,6,0,33.57,8.897435897435898,60,96,3.2,22,0.0271,3.075,0.121,0,0,sqlalchemy,lib/sqlalchemy/util/_collections.py
301,14,3,5,5.785714285714286,24,1.94,4,0,64.06,21.5,11,20,3.636,8,0.1818,1.964,0.0,0,0,sqlalchemy,examples/versioned_rows/versioned_map.py
66,4,0,3,1.0,1,1.0,1,0,100.0,16.5,5,0,0.0,0,0.0,0.0,0.0,0,0,sqlalchemy,lib/sqlalchemy/ext/declarative/__init__.py
265,25,9,11,4.72,15,1.44,3,0,38.32,10.6,30,37,2.467,9,0.0425,2.466,0.0,0,0,sqlalchemy,test/orm/test_syntax_extensions.py
280,34,4,11,7.470588235294118,47,1.45,3,0,44.9,8.235294117647058,34,37,2.176,9,0.033,3.733,0.133,0,0,sqlalchemy,test/base/test_concurrency.py
2328,93,19,11,23.182795698924732,143,2.01,13,1,9.64,25.032258064516128,83,193,4.651,48,0.0284,2.677,0.086,0,0,sqlalchemy,test/orm/test_merge.py
107,6,2,9,6.833333333333333,19,1.57,3,0,70.4,17.833333333333332,9,8,1.778,5,0.1111,2.179,0.233,0,0,sqlalchemy,lib/sqlalchemy/dialects/mysql/cymysql.py
414,22,10,6,7.5,39,1.6,5,0,58.96,18.818181818181817,32,40,2.5,14,0.0403,2.915,0.0,2,0,sqlalchemy,lib/sqlalchemy/dialects/postgresql/hstore.py
47,1,3,3,2.0,2,1.25,2,0,100.0,47.0,5,4,1.6,3,0.2,1.8,0.0,0,0,sqlalchemy,test/typing/plain_files/orm/keyfunc_dict.py
2808,100,19,14,24.48,116,1.75,10,0,6.75,28.08,98,139,2.837,47,0.0146,3.049,0.059,0,0,sqlalchemy,test/orm/test_relationship_criteria.py
222,6,3,9,18.833333333333332,44,2.43,5,0,50.67,37.0,9,9,2.0,4,0.125,2.179,0.0,0,0,sqlalchemy,test/perf/orm2010.py
202,10,1,12,13.8,37,2.82,5,0,53.26,20.2,12,17,2.833,11,0.1288,1.742,0.454,0,0,sqlalchemy,lib/sqlalchemy/util/tool_support.py
4051,226,70,23,10.18141592920354,141,1.94,11,2,0.0,17.924778761061948,141,287,4.071,63,0.0145,2.843,0.144,0,0,sqlalchemy,lib/sqlalchemy/sql/sqltypes.py
451,50,3,4,4.42,25,1.6,6,0,50.65,9.02,40,71,3.55,21,0.0455,2.715,0.227,1,0,sqlalchemy,lib/sqlalchemy/ext/instrumentation.py
